,C1,C1_NM,C1_NM_ENG,C1_OBJ_NM,C1_OBJ_NM_ENG,C2,C2_NM,C2_NM_ENG,C2_OBJ_NM,C2_OBJ_NM_ENG,DT,ITM_ID,ITM_NM,ORG_ID,PRD_DE,PRD_SE,TBL_ID,TBL_NM,UNIT_NM,UNIT_NM_ENG
59,02,연립다세대,Row Houses,주택유형,Type,b4,대전,Daejeon,지역,Region,100.0300841,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
60,02,연립다세대,Row Houses,주택유형,Type,b5,울산,Ulsan,지역,Region,92.90719588,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
61,02,연립다세대,Row Houses,주택유형,Type,b6,세종,Sejong,지역,Region,99.64028119,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
62,02,연립다세대,Row Houses,주택유형,Type,c1,강원,Gangwon,지역,Region,98.9518955,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
63,02,연립다세대,Row Houses,주택유형,Type,c2,충북,Chungbuk,지역,Region,98.20237969,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
64,02,연립다세대,Row Houses,주택유형,Type,c3,충남,Chungnam,지역,Region,98.30028162,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
65,02,연립다세대,Row Houses,주택유형,Type,c4,전북,Jeonbuk,지역,Region,99.92141384,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
66,02,연립다세대,Row Houses,주택유형,Type,c5,전남,Jeonnam,지역,Region,99.53104042,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
67,02,연립다세대,Row Houses,주택유형,Type,c6,경북,Gyeongbuk,지역,Region,97.69375987,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
68,02,연립다세대,Row Houses,주택유형,Type,c7,경남,Gyeongnam,지역,Region,93.7489368,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
69,02,연립다세대,Row Houses,주택유형,Type,c8,제주,Jeju,지역,Region,98.30576848,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
70,02,연립다세대,Row Houses,주택유형,Type,d1,6대광역시,6MetropolitanCities,지역,Region,99.16478349,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
71,02,연립다세대,Row Houses,주택유형,Type,d2,9개도,9Provinces,지역,Region,99.04712633,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
72,03,단독주택,Detached Houses,주택유형,Type,a0,전국,TheWholeCountry,지역,Region,99.47209691,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
73,03,단독주택,Detached Houses,주택유형,Type,a1,수도권,SeoulMetropolitanArea,지역,Region,99.82954807,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
74,03,단독주택,Detached Houses,주택유형,Type,a2,지방,Non-SeoulMetropolitanArea,지역,Region,99.3599079,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
75,03,단독주택,Detached Houses,주택유형,Type,a4,5대광역시,5MetropolitanCities,지역,Region,99.57159397,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
76,03,단독주택,Detached Houses,주택유형,Type,a6,8개도,8Provinces,지역,Region,99.29867757,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
77,03,단독주택,Detached Houses,주택유형,Type,a7,서울,Seoul,지역,Region,99.7454991,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
78,03,단독주택,Detached Houses,주택유형,Type,a8,경기,Gyeonggi,지역,Region,99.87736441,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
79,03,단독주택,Detached Houses,주택유형,Type,a9,인천,Incheon,지역,Region,99.87841472,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
80,03,단독주택,Detached Houses,주택유형,Type,b1,부산,Busan,지역,Region,99.72881434,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
81,03,단독주택,Detached Houses,주택유형,Type,b2,대구,Daegu,지역,Region,99.95741076,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
82,03,단독주택,Detached Houses,주택유형,Type,b3,광주,Gwangju,지역,Region,100.0292823,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
83,03,단독주택,Detached Houses,주택유형,Type,b4,대전,Daejeon,지역,Region,99.86225554,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
84,03,단독주택,Detached Houses,주택유형,Type,b5,울산,Ulsan,지역,Region,97.31836155,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
85,03,단독주택,Detached Houses,주택유형,Type,b6,세종,Sejong,지역,Region,100.3504567,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
86,03,단독주택,Detached Houses,주택유형,Type,c1,강원,Gangwon,지역,Region,99.32658975,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
87,03,단독주택,Detached Houses,주택유형,Type,c2,충북,Chungbuk,지역,Region,97.97757054,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
88,03,단독주택,Detached Houses,주택유형,Type,c3,충남,Chungnam,지역,Region,99.71301599,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
89,03,단독주택,Detached Houses,주택유형,Type,c4,전북,Jeonbuk,지역,Region,100.0500952,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
90,03,단독주택,Detached Houses,주택유형,Type,c5,전남,Jeonnam,지역,Region,99.9312173,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
91,03,단독주택,Detached Houses,주택유형,Type,c6,경북,Gyeongbuk,지역,Region,99.91707067,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
92,03,단독주택,Detached Houses,주택유형,Type,c7,경남,Gyeongnam,지역,Region,97.92443954,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
93,03,단독주택,Detached Houses,주택유형,Type,c8,제주,Jeju,지역,Region,99.07214763,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
94,03,단독주택,Detached Houses,주택유형,Type,d1,6대광역시,6MetropolitanCities,지역,Region,99.61602717,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
95,03,단독주택,Detached Houses,주택유형,Type,d2,9개도,9Provinces,지역,Region,99.3990978,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
