번호,접속 사이트,제공항목(데이터셋),폴더명,작업자,시작일,종료일,검토자,진행상태,비고,획득방식,제공방식,원본제공처,비고0,비고2_comment,자료명,서비스명,사이트,서비스키헤더,서비스키명,서비스키,파라미터,제공방식,데이터타입,참고문서,참고문서타입,주기,비고_파라미터설명,완료여부,API PGM ID,파일명
348,공공데이터포털,부동산시장 소비심리지수,347_부동산시장 소비심리지수,,,,,,,,DATA,국토연구원,국토관리,,,,,,,,,,,,,,,20190419 삭제,TB_OD10347.py,TB_OD10347_yyyymm.csv
349,공공데이터포털,온라인 수집 가격 정보,348_온라인 수집 가격 정보,,,,,,,,DATA,통계청,국토관리,,,,,,,,,,,,,,,20190419 삭제,TB_OD10348.py,TB_OD10348_yyyymm.csv
350,공공데이터포털,온라인 수집 가격 정보,349_온라인 수집 가격 정보,,,,,,,,OPENAPI,통계청,재정금융,,,,,,,,,,,,,,,"343 중복, 20190419 삭제",TB_OD10349.py,TB_OD10349_yyyymm.csv
351,공공데이터포털,한국감정원 담보가치 정보,350_한국감정원 담보가치 정보,,,,,,,,DATA,한국감정원,국토관리,,,,,,,,,,,,,,,완료,TB_OD10350.py,TB_OD10350_yyyymm.csv
352,공공데이터포털,한국감정원 부동산 거래동향,351_한국감정원 부동산 거래동향,,,,,,,,DATA,한국감정원,국토관리,,,,,,,,,,,,,,,완료,TB_OD10351.py,TB_OD10351_yyyymm.csv
353,공공데이터포털,한국감정원 아파트 실거래가격지수,352_한국감정원 아파트 실거래가격지수,,,,,,,,DATA,한국감정원,국토관리,,,,http://openapi.kab.co.kr/OpenAPI_ToolInstallPackage/service/rest/AptTradingStateSvc/getAptTrdStateCaseOfNbr?&serviceKey=,,,aiaNgZ3r3nPeUj5%2FKuJ10ZNRmyePXavavOu8RZwO%2F84LnOn5KxhWa1%2F5nwxk0Y4M10W0fjCK1SksOQeQsdMu6A%3D%3D,startmonth=200601&endmonth=201903&region=11000,,xml,,,,,완료,TB_OD10352.py,TB_OD10352_yyyymm.csv
354,공공데이터포털,한국감정원 주택거래 현황,353_한국감정원 주택거래 현황,,,,,,,,DATA,한국감정원,국토관리,,,,,,,,,,,,,,,"353 중복, 20190419 삭제",TB_OD10353.py,TB_OD10353_yyyymm.csv
355,공공데이터포털,한국감정원 주택거래 현황,354_한국감정원 주택거래 현황,,,,,,,,OPENAPI,한국감정원,국토관리,,,,,,,,,,,,,,,완료,TB_OD10354.py,TB_OD10354_yyyymm.csv
356,공공데이터포털,한국감정원 토지거래 현황,355_한국감정원 토지거래 현황,,,,,,,,DATA,한국감정원,국토관리,,,,,,,,,,,,,,,"355 중복, 20190419 삭제",TB_OD10355.py,TB_OD10355_yyyymm.csv
357,공공데이터포털,한국감정원 토지거래 현황,356_한국감정원 토지거래 현황,,,,,,,,OPENAPI,한국감정원,국토관리,,,,http://openapi.kab.co.kr/OpenAPI_ToolInstallPackage/service/rest/LandTradingStateSvc/getLandTrdStateCaseOfNbr?&serviceKey=,,,Z5J2q693N6mpcWIY9wSZqKgJXsAcan78Wc8dorriZfblBHoCZSqawyAVOgvykleO26uY39699xPbDd4ENw6s1w%3D%3D,startmonth=200601&endmonth=201903&region=11000,,xml,,,,,,TB_OD10356.py,TB_OD10356_yyyymm.csv
358,공공데이터포털,한국감정원 부동산 월세가격 지수 현황,357_한국감정원 부동산 월세가격 지수 현황,,,,,,,,OPENAPI,한국감정원,국토관리,,,,,,,,,,,,,,,"352 중복, 20190419 삭제",TB_OD10357.py,TB_OD10357_yyyymm.csv
359,공공데이터포털,한국감정원 아파트 실거래가격지수,358_한국감정원 아파트 실거래가격지수,,,,,,,,OPENAPI,한국감정원,국토관리,,,,,,,,,,,,,,,,TB_OD10358.py,TB_OD10358_yyyymm.csv
360,공공데이터포털,한국감정원 지가지수 현황,359_한국감정원 지가지수 현황,,,,,,,,OPENAPI,한국감정원,국토관리,,,,,,,,,,,,,,,,TB_OD10359.py,TB_OD10359_yyyymm.csv
361,공공데이터포털,한국주택금융공사 주택저당증권(MBS) 현황,360_한국주택금융공사 주택저당증권(MBS) 현황,,,,,,,,OPENAPI,한국주택금융공사,재정금융,,,,,,,,,,,,,,,,TB_OD10360.py,TB_OD10360_yyyymm.csv
362,공공데이터포털,한국주택금융공사 주택저당채권담보부채권(MBB) 현황,361_한국주택금융공사 주택저당채권담보부채권(MBB) 현황,,,,,,,,OPENAPI,한국주택금융공사,재정금융,,,,,,,,,,,,,,,"314 중복, 20190419 삭제",TB_OD10361.py,TB_OD10361_yyyymm.csv
363,공공데이터포털,개인보증 현황,362_개인보증 현황,,,,,,,,DATA,한국주택금융공사,재정금융,,,,,,,,,,,,,,,완료,TB_OD10362.py,TB_OD10362_yyyymm.csv
364,공공데이터포털,사업자보증 현황,363_사업자보증 현황,,,,,,,,DATA,한국주택금융공사,재정금융,,,,,,,,,,,,,,,완료,TB_OD10363.py,TB_OD10363_yyyymm.csv
365,공공데이터포털,한국주택금융공사 적격대출 현황,364_한국주택금융공사 적격대출 현황,,,,,,,,DATA,한국주택금융공사,재정금융,,,,,,,,,,,,,,,"307 중복, 20190419 삭제",TB_OD10364.py,TB_OD10364_yyyymm.csv
366,공공데이터포털,한국감정원 부동산 매매가격지수 현황,365_한국감정원 부동산 매매가격지수 현황,,,,,,,,DATA,한국감정원,재정금융,,,,,,,,,,,,,,,"357 중복, 20190419 삭제",TB_OD10365.py,TB_OD10365_yyyymm.csv
367,공공데이터포털,한국감정원 부동산 월세가격 지수 현황,366_한국감정원 부동산 월세가격 지수 현황,,,,,,,,DATA,한국감정원,국토관리,,,,,,,,,,,,,,,"344 중복, 20190419 삭제",TB_OD10366.py,TB_OD10366_yyyymm.csv
368,공공데이터포털,한국감정원 부동산 전세가격 지수 현황,367_한국감정원 부동산 전세가격 지수 현황,,,,,,,,DATA,한국감정원,국토관리,,,,,,,,,,,,,,,완료,TB_OD10367.py,TB_OD10367_yyyymm.csv
369,공공데이터포털,한국감정원 상업용 부동산 지역별 임대 전환률,368_한국감정원 상업용 부동산 지역별 임대 전환률,,,,,,,,DATA,한국감정원,국토관리,,,,,,,,,,,,,,,완료,TB_OD10368.py,TB_OD10368_yyyymm.csv
370,공공데이터포털,한국감정원 상업용 부동산 층별효용비율 현황,369_한국감정원 상업용 부동산 층별효용비율 현황,,,,,,,,DATA,한국감정원,국토관리,,,,,,,,,,,,,,,완료,TB_OD10369.py,TB_OD10369_yyyymm.csv
371,공공데이터포털,한국감정원 상업용부동산 공실률 현황,370_한국감정원 상업용부동산 공실률 현황,,,,,,,,DATA,한국감정원,국토관리,,,,,,,,,,,,,,,완료,TB_OD10370.py,TB_OD10370_yyyymm.csv
372,공공데이터포털,한국감정원 소득수익률 현황,371_한국감정원 소득수익률 현황,,,,,,,,DATA,한국감정원,국토관리,,,,,,,,,,,,,,,완료,TB_OD10371.py,TB_OD10371_yyyymm.csv
373,공공데이터포털,한국감정원 임대가격지수 현황,372_한국감정원 임대가격지수 현황,,,,,,,,DATA,한국감정원,국토관리,,,,,,,,,,,,,,,완료,TB_OD10372.py,TB_OD10372_yyyymm.csv
374,공공데이터포털,한국감정원 임대료 현황,373_한국감정원 임대료 현황,,,,,,,,DATA,한국감정원,국토관리,,,,,,,,,,,,,,,완료,TB_OD10373.py,TB_OD10373_yyyymm.csv
375,공공데이터포털,한국감정원 지가변동률 현황,374_한국감정원 지가변동률 현황,,,,,,,,DATA,한국감정원,국토관리,,,,,,,,,,,,,,,"359 중복, 20190419 삭제",TB_OD10374.py,TB_OD10374_yyyymm.csv
376,공공데이터포털,한국감정원 지가지수 현황,375_한국감정원 지가지수 현황,,,,,,,,DATA,한국감정원,국토관리,,,,http://openapi.kab.co.kr/OpenAPI_ToolInstallPackage/service/rest/LfrPrcIndexSvc/getLfrPrcIndex?&serviceKey=,,,IPdNBMVqicr7iQwD3Q7A9cDokBT6I4pYWeloB%2BBtCpRkFBIKvmZbl2trNWZ8N0x%2Bl1IufqHYNjCQQpLWMmKVUQ%3D%3D,startmonth=200601&endmonth=201903&region=11000,,xml,,,,,완료,TB_OD10375.py,TB_OD10375_yyyymm.csv
377,공공데이터포털,한국감정원 투자수익률 현황,376_한국감정원 투자수익률 현황,,,,,,,,DATA,한국감정원,국토관리,,,,,,,,,,,,,,,,TB_OD10376.py,TB_OD10376_yyyymm.csv
378,공공데이터포털,(보금자리론) u 보금자리론 만기별 금리현황,377_(보금자리론) u 보금자리론 만기별 금리현황,,,,,,,,OPENAPI,한국주택금융공사,국토관리,,,,,,,,,,,,,,,,TB_OD10377.py,TB_OD10377_yyyymm.csv
379,공공데이터포털,디딤돌대출현황,378_디딤돌대출현황,,,,,,,,OPENAPI,한국주택금융공사,재정금융,,,,,,,,,,,,,,,,TB_OD10378.py,TB_OD10378_yyyymm.csv
380,공공데이터포털,적격대출금리정보,379_적격대출금리정보,,,,,,,,OPENAPI,한국주택금융공사,재정금융,,,,,,,,,,,,,,,,TB_OD10379.py,TB_OD10379_yyyymm.csv
381,공공데이터포털,도시계획통계,380_도시계획통계,,,,,,,,DATA,국토교통부,국토관리,,,,,,,,,,,,,,,,TB_OD10380.py,TB_OD10380_yyyymm.csv
382,공공데이터포털,전세자금대출정보,381_전세자금대출정보,,,,,,,,OPENAPI,한국주택금융공사,국토관리,,,,,,,,,,,,,,,완료,TB_OD10381.py,TB_OD10381_yyyymm.csv
383,공공데이터포털,국토교통부 주택 공시가격 정보,382_국토교통부 주택 공시가격 정보,,,,,,,,DATA,국토교통부,국토관리,,,,,,,,,,,,,,,완료,TB_OD10382.py,TB_OD10382_yyyymm.csv
384,공공데이터포털,보금자리론 대출금액 및 잔액 현황,383_보금자리론 대출금액 및 잔액 현황,,,,,,,,DATA,한국주택금융공사,재정금융,,,,,,,,,,,,,,,완료,TB_OD10383.py,TB_OD10383_yyyymm.csv
385,공공데이터포털,보금자리론 판매실적 현황,384_보금자리론 판매실적 현황,,,,,,,,DATA,한국주택금융공사,재정금융,,,,,,,,,,,,,,,완료,TB_OD10384.py,TB_OD10384_yyyymm.csv
386,공공데이터포털,주택금융관련 지수,385_주택금융관련 지수,,,,,,,,DATA,한국주택금융공사,재정금융,,,,,,,,,,,,,,,완료,TB_OD10385.py,TB_OD10385_yyyymm.csv
387,공공데이터포털,주택금융신용보증 현황,386_주택금융신용보증 현황,,,,,,,,DATA,한국주택금융공사,재정금융,,,,,,,,,,,,,,,"360 중복, 20190419 삭제",TB_OD10386.py,TB_OD10386_yyyymm.csv
388,공공데이터포털,한국주택금융공사 주택저당증권(MBS) 현황,387_한국주택금융공사 주택저당증권(MBS) 현황,,,,,,,,DATA,한국주택금융공사,재정금융,,,,,,,,,,,,,,,"361 중복, 20190419 삭제",TB_OD10387.py,TB_OD10387_yyyymm.csv
389,공공데이터포털,한국주택금융공사 주택저당채권담보부채권(MBB) 현황,388_한국주택금융공사 주택저당채권담보부채권(MBB) 현황,,,,,,,,DATA,한국주택금융공사,재정금융,,,,,,,,,,,,,,,,TB_OD10388.py,TB_OD10388_yyyymm.csv
390,한국감정원,"지가지수(연도별, 용도지역별, 월별, 월별_읍면동별, 이용상황별)","389_지가지수(연도별, 용도지역별, 월별, 월별_읍면동별, 이용상황별)",,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10389.py,TB_OD10389_yyyymm.csv
391,한국감정원,"지가변동률(연도별, 용도지역별, 월별, 월별_읍면동별, 이용상황별)","390_지가변동률(연도별, 용도지역별, 월별, 월별_읍면동별, 이용상황별)",,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10390.py,TB_OD10390_yyyymm.csv
392,한국감정원,"보조지수(역세권, 농지, 산업단지, 실질, 혁신도시 지가지수)","391_보조지수(역세권, 농지, 산업단지, 실질, 혁신도시 지가지수)",,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10391.py,TB_OD10391_yyyymm.csv
393,한국감정원,"매매가격지수(계절조정, 매매가격지수)","392_매매가격지수(계절조정, 매매가격지수)",,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10392.py,TB_OD10392_yyyymm.csv
394,한국감정원,"전세가격지수(계절조정, 전세가격지수)","393_전세가격지수(계절조정, 전세가격지수)",,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10393.py,TB_OD10393_yyyymm.csv
395,한국감정원,"월세가격지수(월세가격지수, 월세통합, 준월세, 준전세)","394_월세가격지수(월세가격지수, 월세통합, 준월세, 준전세)",,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10394.py,TB_OD10394_yyyymm.csv
396,한국감정원,"매매가격(중위단위, 중위, 평균단위, 평균)","395_매매가격(중위단위, 중위, 평균단위, 평균)",,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10395.py,TB_OD10395_yyyymm.csv
397,한국감정원,"전세가격(중위단위, 중위, 평균단위, 평균)","396_전세가격(중위단위, 중위, 평균단위, 평균)",,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10396.py,TB_OD10396_yyyymm.csv
398,한국감정원,"월세가격(중위, 중위월세보증금, 평균, 평균월세보증금)","397_월세가격(중위, 중위월세보증금, 평균, 평균월세보증금)",,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10397.py,TB_OD10397_yyyymm.csv
399,한국감정원,"매매가격 대비 전세가격(중위, 평균)","398_매매가격 대비 전세가격(중위, 평균)",,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10398.py,TB_OD10398_yyyymm.csv
400,한국감정원,"전세가격 대비 보증금(중위, 평균)","399_전세가격 대비 보증금(중위, 평균)",,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10399.py,TB_OD10399_yyyymm.csv
401,한국감정원,"거래수급동향(매매거래,매매수급, 전세거래, 전세수급, 월세거래, 월세수급)","400_거래수급동향(매매거래,매매수급, 전세거래, 전세수급, 월세거래, 월세수급)",,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10400.py,TB_OD10400_yyyymm.csv
402,한국감정원,"기타(5분위배율), 연소득 대비 주택가격비율(PIR), 주택구매력지수(HAI)","401_기타(5분위배율), 연소득 대비 주택가격비율(PIR), 주택구매력지수(HAI)",,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,완료,TB_OD10401.py,TB_OD10401_yyyymm.csv
403,한국감정원,"전월세전환율(지역별, 규모별)","402_전월세전환율(지역별, 규모별)",,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10402.py,TB_OD10402_yyyymm.csv
404,한국감정원,"매매가격지수(규모별, 매매가격지수, 연령별)","403_매매가격지수(규모별, 매매가격지수, 연령별)",,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,완료,TB_OD10403.py,TB_OD10403_yyyymm.csv
405,한국감정원,"수급거래동향(매매거래, 매매수급, 전세거래, 전세수급)","404_수급거래동향(매매거래, 매매수급, 전세거래, 전세수급)",,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10404.py,TB_OD10404_yyyymm.csv
406,한국감정원,"전세가격지수(규모별, 연령별, 전세가격지수)","405_전세가격지수(규모별, 연령별, 전세가격지수)",,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10405.py,TB_OD10405_yyyymm.csv
407,한국감정원,"임대정보(임대가격지수, 공실률, 임대료, 층별효용비율, 전환율)","406_임대정보(임대가격지수, 공실률, 임대료, 층별효용비율, 전환율)",,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10406.py,TB_OD10406_yyyymm.csv
408,한국감정원,"수익률정보(투자수익률, 소득수익률, 자본수익률, 순영업소득)","407_수익률정보(투자수익률, 소득수익률, 자본수익률, 순영업소득)",,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10407.py,TB_OD10407_yyyymm.csv
409,한국감정원,"아파트(규모별, 시군구별(분기별), 지역별)","408_아파트(규모별, 시군구별(분기별), 지역별)",,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10408.py,TB_OD10408_yyyymm.csv
410,한국감정원,"연립다세대(규모별, 시군구별(분기별), 지역별)","409_연립다세대(규모별, 시군구별(분기별), 지역별)",,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10409.py,TB_OD10409_yyyymm.csv
411,한국감정원,토지거래통계,410_토지거래통계,,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10410.py,TB_OD10410_yyyymm.csv
412,한국감정원,순수토지거래통계,411_순수토지거래통계,,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10411.py,TB_OD10411_yyyymm.csv
413,한국감정원,건축물거래통계,412_건축물거래통계,,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10412.py,TB_OD10412_yyyymm.csv
414,한국감정원,주택거래통계,413_주택거래통계,,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10413.py,TB_OD10413_yyyymm.csv
415,한국감정원,아파트거래통계,414_아파트거래통계,,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10414.py,TB_OD10414_yyyymm.csv
416,한국감정원,주택매매거래통계,415_주택매매거래통계,,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10415.py,TB_OD10415_yyyymm.csv
417,한국감정원,아파트매매거래통계,416_아파트매매거래통계,,,,,,,,API or DATA,한국감정원,부동산 정보,,,,,,,,,,,,,,,,TB_OD10416.py,TB_OD10416_yyyymm.csv
