,C1,C1_NM,C1_NM_ENG,C1_OBJ_NM,C1_OBJ_NM_ENG,C2,C2_NM,C2_NM_ENG,C2_OBJ_NM,DT,ITM_ID,ITM_NM,ORG_ID,PRD_DE,PRD_SE,TBL_ID,TBL_NM,UNIT_NM,UNIT_NM_ENG
80,1511613102251772A.11,충북,,시도별,Metropolitan city and province,1511613102251772B.0,계,Total,층수별,333693,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
81,1511613102251772A.11,충북,,시도별,Metropolitan city and province,1511613102251772B.2,1층,,층수별,253204,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
82,1511613102251772A.11,충북,,시도별,Metropolitan city and province,1511613102251772B.3,2~4층,,층수별,72353,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
83,1511613102251772A.11,충북,,시도별,Metropolitan city and province,1511613102251772B.4,5층,,층수별,3728,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
84,1511613102251772A.11,충북,,시도별,Metropolitan city and province,1511613102251772B.5,6~10층,,층수별,2271,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
85,1511613102251772A.11,충북,,시도별,Metropolitan city and province,1511613102251772B.6,11~20층,,층수별,1951,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
86,1511613102251772A.11,충북,,시도별,Metropolitan city and province,1511613102251772B.7,21~30층,,층수별,82,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
87,1511613102251772A.11,충북,,시도별,Metropolitan city and province,1511613102251772B.8,31층이상,,층수별,0,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
88,1511613102251772A.12,충남,,시도별,Metropolitan city and province,1511613102251772B.0,계,Total,층수별,476388,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
89,1511613102251772A.12,충남,,시도별,Metropolitan city and province,1511613102251772B.2,1층,,층수별,394020,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
90,1511613102251772A.12,충남,,시도별,Metropolitan city and province,1511613102251772B.3,2~4층,,층수별,74462,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
91,1511613102251772A.12,충남,,시도별,Metropolitan city and province,1511613102251772B.4,5층,,층수별,2886,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
92,1511613102251772A.12,충남,,시도별,Metropolitan city and province,1511613102251772B.5,6~10층,,층수별,1461,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
93,1511613102251772A.12,충남,,시도별,Metropolitan city and province,1511613102251772B.6,11~20층,,층수별,2467,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
94,1511613102251772A.12,충남,,시도별,Metropolitan city and province,1511613102251772B.7,21~30층,,층수별,109,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
95,1511613102251772A.12,충남,,시도별,Metropolitan city and province,1511613102251772B.8,31층이상,,층수별,0,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
96,1511613102251772A.13,전북,,시도별,Metropolitan city and province,1511613102251772B.0,계,Total,층수별,391693,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
97,1511613102251772A.13,전북,,시도별,Metropolitan city and province,1511613102251772B.2,1층,,층수별,323190,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
98,1511613102251772A.13,전북,,시도별,Metropolitan city and province,1511613102251772B.3,2~4층,,층수별,62264,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
99,1511613102251772A.13,전북,,시도별,Metropolitan city and province,1511613102251772B.4,5층,,층수별,2690,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
100,1511613102251772A.13,전북,,시도별,Metropolitan city and province,1511613102251772B.5,6~10층,,층수별,1170,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
101,1511613102251772A.13,전북,,시도별,Metropolitan city and province,1511613102251772B.6,11~20층,,층수별,2216,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
102,1511613102251772A.13,전북,,시도별,Metropolitan city and province,1511613102251772B.7,21~30층,,층수별,46,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
103,1511613102251772A.13,전북,,시도별,Metropolitan city and province,1511613102251772B.8,31층이상,,층수별,0,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
104,1511613102251772A.14,전남,,시도별,Metropolitan city and province,1511613102251772B.0,계,Total,층수별,573218,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
105,1511613102251772A.14,전남,,시도별,Metropolitan city and province,1511613102251772B.2,1층,,층수별,502275,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
106,1511613102251772A.14,전남,,시도별,Metropolitan city and province,1511613102251772B.3,2~4층,,층수별,65346,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
107,1511613102251772A.14,전남,,시도별,Metropolitan city and province,1511613102251772B.4,5층,,층수별,2149,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
108,1511613102251772A.14,전남,,시도별,Metropolitan city and province,1511613102251772B.5,6~10층,,층수별,1265,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
109,1511613102251772A.14,전남,,시도별,Metropolitan city and province,1511613102251772B.6,11~20층,,층수별,1872,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
110,1511613102251772A.14,전남,,시도별,Metropolitan city and province,1511613102251772B.7,21~30층,,층수별,44,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
111,1511613102251772A.14,전남,,시도별,Metropolitan city and province,1511613102251772B.8,31층이상,,층수별,1,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
112,1511613102251772A.15,경북,,시도별,Metropolitan city and province,1511613102251772B.0,계,Total,층수별,710845,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
113,1511613102251772A.15,경북,,시도별,Metropolitan city and province,1511613102251772B.2,1층,,층수별,589689,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
114,1511613102251772A.15,경북,,시도별,Metropolitan city and province,1511613102251772B.3,2~4층,,층수별,112091,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
115,1511613102251772A.15,경북,,시도별,Metropolitan city and province,1511613102251772B.4,5층,,층수별,4296,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
116,1511613102251772A.15,경북,,시도별,Metropolitan city and province,1511613102251772B.5,6~10층,,층수별,1727,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
117,1511613102251772A.15,경북,,시도별,Metropolitan city and province,1511613102251772B.6,11~20층,,층수별,2263,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
118,1511613102251772A.15,경북,,시도별,Metropolitan city and province,1511613102251772B.7,21~30층,,층수별,186,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
119,1511613102251772A.15,경북,,시도별,Metropolitan city and province,1511613102251772B.8,31층이상,,층수별,0,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
120,1511613102251772A.16,경남,,시도별,Metropolitan city and province,1511613102251772B.0,계,Total,층수별,638655,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
121,1511613102251772A.16,경남,,시도별,Metropolitan city and province,1511613102251772B.2,1층,,층수별,483651,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
122,1511613102251772A.16,경남,,시도별,Metropolitan city and province,1511613102251772B.3,2~4층,,층수별,140891,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
123,1511613102251772A.16,경남,,시도별,Metropolitan city and province,1511613102251772B.4,5층,,층수별,5935,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
124,1511613102251772A.16,경남,,시도별,Metropolitan city and province,1511613102251772B.5,6~10층,,층수별,3348,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
125,1511613102251772A.16,경남,,시도별,Metropolitan city and province,1511613102251772B.6,11~20층,,층수별,3976,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
126,1511613102251772A.16,경남,,시도별,Metropolitan city and province,1511613102251772B.7,21~30층,,층수별,405,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
127,1511613102251772A.16,경남,,시도별,Metropolitan city and province,1511613102251772B.8,31층이상,,층수별,0,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
128,1511613102251772A.17,제주,,시도별,Metropolitan city and province,1511613102251772B.0,계,Total,층수별,141937,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
129,1511613102251772A.17,제주,,시도별,Metropolitan city and province,1511613102251772B.2,1층,,층수별,109857,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
130,1511613102251772A.17,제주,,시도별,Metropolitan city and province,1511613102251772B.3,2~4층,,층수별,29797,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
131,1511613102251772A.17,제주,,시도별,Metropolitan city and province,1511613102251772B.4,5층,,층수별,1143,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
132,1511613102251772A.17,제주,,시도별,Metropolitan city and province,1511613102251772B.5,6~10층,,층수별,910,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
133,1511613102251772A.17,제주,,시도별,Metropolitan city and province,1511613102251772B.6,11~20층,,층수별,211,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
134,1511613102251772A.17,제주,,시도별,Metropolitan city and province,1511613102251772B.7,21~30층,,층수별,0,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
135,1511613102251772A.17,제주,,시도별,Metropolitan city and province,1511613102251772B.8,31층이상,,층수별,0,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
